ProjectID,Project-Number,Name,Address,Geometry,LocationJSON
135424,23-124,Camso JC Vessel Extension,"2925 Industrial St, Junction City, KS 66441, USA","{""location"":{""lat"":38.9962318,""lng"":-96.8664289},""viewport"":{""east"":-96.8656531,""north"":38.99734253029149,""south"":38.9946445697085,""west"":-96.86875630000003}}","{""Street1"":""2925 Industrial St"",""Street2"":null,""City"":""Junction City"",""State"":""KS"",""Zip"":""66441-8519"",""Country"":""USA"",""GooglePlaceID"":""ChIJvYLB2uJOvIcRxlVXy2RIkNo"",""CityStateString"":""Junction City, KS"",""Address_HTML"":""<span class=\""street-address\"">2925 Industrial St</span>, <span class=\""locality\"">Junction City</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66441-8519</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""2925 Industrial St, Junction City, KS 66441, USA"",""Address_Vicinity"":""Junction City"",""DistanceToHME"":""{\""DistanceMeters\"":110002,\""DistanceMiles\"":68.35224377695205,\""DistanceText\"":\""68.4 mi\"",\""DurationDays\"":0.12697916666666667,\""DurationMinutes\"":60.95,\""DurationSeconds\"":3657,\""DurationText\"":\""1 hour 1 min\"",\""TransitDurationText\"":\""1 hour, 3 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.9962318,\""lng\"":-96.8664289},\""viewport\"":{\""east\"":-96.8656531,\""north\"":38.99734253029149,\""south\"":38.9946445697085,\""west\"":-96.86875630000003}}""}"
135456,23-125,KANSAS RIVER WWTP PEMB,"1400 E 8th St, Lawrence, KS 66044, USA","{""location"":{""lat"":38.9689552,""lng"":-95.22158789999999},""viewport"":{""east"":-95.22023891970848,""north"":38.9704010802915,""south"":38.9677031197085,""west"":-95.2229368802915}}","{""Street1"":""1400 E 8th St"",""Street2"":null,""City"":""Lawrence"",""State"":""KS"",""Zip"":""66044-2690"",""Country"":""USA"",""GooglePlaceID"":""ChIJXx78SvBlv4cRqBtmuZeTQPM"",""CityStateString"":""Lawrence, KS"",""Address_HTML"":""<span class=\""street-address\"">1400 E 8th St</span>, <span class=\""locality\"">Lawrence</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66044-2690</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""1400 E 8th St, Lawrence, KS 66044, USA"",""Address_Vicinity"":""Lawrence"",""DistanceToHME"":""{\""DistanceMeters\"":53885,\""DistanceMiles\"":33.48266991437484,\""DistanceText\"":\""33.5 mi\"",\""DurationDays\"":0.07986111111111112,\""DurationMinutes\"":38.333333333333336,\""DurationSeconds\"":2300,\""DurationText\"":\""38 mins\"",\""TransitDurationText\"":\""39 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.9689552,\""lng\"":-95.22158789999999},\""viewport\"":{\""east\"":-95.22023891970848,\""north\"":38.9704010802915,\""south\"":38.9677031197085,\""west\"":-95.2229368802915}}""}"
135493,23-126,DHS Speed Bumps,"3600 E Paisano Dr, El Paso, TX 79905, USA","{""location"":{""lat"":31.7668123,""lng"":-106.4505294},""viewport"":{""east"":-106.4489965197085,""north"":31.7681420802915,""south"":31.7654441197085,""west"":-106.4516944802915}}","{""Street1"":""3600 E Paisano Dr"",""Street2"":null,""City"":""El Paso"",""State"":""TX"",""Zip"":""79905"",""Country"":""USA"",""GooglePlaceID"":""ChIJWQ3CQDpZ54YRh8zYNVfXP30"",""CityStateString"":""El Paso, TX"",""Address_HTML"":""<span class=\""street-address\"">3600 E Paisano Dr</span>, <span class=\""locality\"">El Paso</span>, <span class=\""region\"">TX</span> <span class=\""postal-code\"">79905</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""3600 E Paisano Dr, El Paso, TX 79905, USA"",""Address_Vicinity"":""El Paso"",""DistanceToHME"":""{\""DistanceMeters\"":1429313,\""DistanceMiles\"":888.1361303391453,\""DistanceText\"":\""888 mi\"",\""DurationDays\"":1.7647916666666668,\""DurationMinutes\"":847.1,\""DurationSeconds\"":50826,\""DurationText\"":\""14 hours 7 mins\"",\""TransitDurationText\"":\""1 day, 6 hours, 5 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":31.7668123,\""lng\"":-106.4505294},\""viewport\"":{\""east\"":-106.4489965197085,\""north\"":31.7681420802915,\""south\"":31.7654441197085,\""west\"":-106.4516944802915}}""}"
135506,23-128,PORTER WWTP IMPROVEMENTS,"Porter, OK 74454, USA","{""location"":{""lat"":35.8709334,""lng"":-95.522476},""viewport"":{""east"":-95.51273807091592,""north"":35.87843105502551,""south"":35.8578839738922,""west"":-95.52828792786975}}","{""Street1"":null,""Street2"":null,""City"":""Porter"",""State"":""OK"",""Zip"":""74454"",""Country"":""USA"",""GooglePlaceID"":""ChIJqTJlrdVwtocRrToVXiIrunc"",""CityStateString"":""Porter, OK"",""Address_HTML"":""<span class=\""locality\"">Porter</span>, <span class=\""region\"">OK</span> <span class=\""postal-code\"">74454</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Porter, OK 74454, USA"",""Address_Vicinity"":""Porter"",""DistanceToHME"":""{\""DistanceMeters\"":420121,\""DistanceMiles\"":261.0517354940535,\""DistanceText\"":\""261 mi\"",\""DurationDays\"":0.538888888888889,\""DurationMinutes\"":258.6666666666667,\""DurationSeconds\"":15520,\""DurationText\"":\""4 hours 19 mins\"",\""TransitDurationText\"":\""4 hours, 20 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":35.8709334,\""lng\"":-95.522476},\""viewport\"":{\""east\"":-95.51273807091592,\""north\"":35.87843105502551,\""south\"":35.8578839738922,\""west\"":-95.52828792786975}}""}"
135539,23-130,TFI PO 723-1429 TAMPA BAY CASTER DECK,"300 SW Jackson St, Topeka, KS 66603, USA","{""location"":{""lat"":39.0559366,""lng"":-95.6726752},""viewport"":{""east"":-95.6715108697085,""north"":39.05733298029151,""south"":39.05463501970851,""west"":-95.6742088302915}}","{""Street1"":""300 SW Jackson St"",""Street2"":null,""City"":""Topeka"",""State"":""KS"",""Zip"":""66603-3326"",""Country"":""USA"",""GooglePlaceID"":""ChIJ1zYhgwkDv4cRf8W96Y5PM_g"",""CityStateString"":""Topeka, KS"",""Address_HTML"":""<span class=\""street-address\"">300 SW Jackson St</span>, <span class=\""locality\"">Topeka</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66603-3326</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""300 SW Jackson St, Topeka, KS 66603, USA"",""Address_Vicinity"":""Topeka"",""DistanceToHME"":""{\""DistanceMeters\"":7470,\""DistanceMiles\"":4.641654342774057,\""DistanceText\"":\""4.6 mi\"",\""DurationDays\"":0.020868055555555556,\""DurationMinutes\"":10.016666666666667,\""DurationSeconds\"":601,\""DurationText\"":\""10 mins\"",\""TransitDurationText\"":\""10 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.0559366,\""lng\"":-95.6726752},\""viewport\"":{\""east\"":-95.6715108697085,\""north\"":39.05733298029151,\""south\"":39.05463501970851,\""west\"":-95.6742088302915}}""}"
135541,23-131,UTRWD Southwest Booster Pump Station,"7079 Prairie Ridge Rd, Argyle, TX 76226, USA","{""location"":{""lat"":33.085417,""lng"":-97.214113},""viewport"":{""east"":-97.2127550197085,""north"":33.0861667802915,""south"":33.0834688197085,""west"":-97.2154529802915}}","{""Street1"":""7079 Prairie Ridge Rd"",""Street2"":null,""City"":""Argyle"",""State"":""TX"",""Zip"":""76226"",""Country"":""USA"",""GooglePlaceID"":""ChIJ38AktVHOTYYRtVmXgJ-Rum8"",""CityStateString"":""Argyle, TX"",""Address_HTML"":""<span class=\""street-address\"">7079 Prairie Ridge Rd</span>, <span class=\""locality\"">Argyle</span>, <span class=\""region\"">TX</span> <span class=\""postal-code\"">76226</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""7079 Prairie Ridge Rd, Argyle, TX 76226, USA"",""Address_Vicinity"":""Argyle"",""DistanceToHME"":""{\""DistanceMeters\"":766720,\""DistanceMiles\"":476.41890464413984,\""DistanceText\"":\""476 mi\"",\""DurationDays\"":0.86375,\""DurationMinutes\"":414.6,\""DurationSeconds\"":24876,\""DurationText\"":\""6 hours 55 mins\"",\""TransitDurationText\"":\""6 hours, 53 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":33.085417,\""lng\"":-97.214113},\""viewport\"":{\""east\"":-97.2127550197085,\""north\"":33.0861667802915,\""south\"":33.0834688197085,\""west\"":-97.2154529802915}}""}"
135544,23-132,TFI SHUTTLE WAGON 525 FRAMES PO-7231446A-91523,"300 SW Jackson St, Topeka, KS 66603, USA","{""location"":{""lat"":39.0559366,""lng"":-95.6726752},""viewport"":{""east"":-95.6715108697085,""north"":39.05733298029151,""south"":39.05463501970851,""west"":-95.6742088302915}}","{""Street1"":""300 SW Jackson St"",""Street2"":null,""City"":""Topeka"",""State"":""KS"",""Zip"":""66603-3326"",""Country"":""USA"",""GooglePlaceID"":""ChIJ1zYhgwkDv4cRf8W96Y5PM_g"",""CityStateString"":""Topeka, KS"",""Address_HTML"":""<span class=\""street-address\"">300 SW Jackson St</span>, <span class=\""locality\"">Topeka</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66603-3326</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""300 SW Jackson St, Topeka, KS 66603, USA"",""Address_Vicinity"":""Topeka"",""DistanceToHME"":""{\""DistanceMeters\"":7470,\""DistanceMiles\"":4.641654342774057,\""DistanceText\"":\""4.6 mi\"",\""DurationDays\"":0.020868055555555556,\""DurationMinutes\"":10.016666666666667,\""DurationSeconds\"":601,\""DurationText\"":\""10 mins\"",\""TransitDurationText\"":\""10 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.0559366,\""lng\"":-95.6726752},\""viewport\"":{\""east\"":-95.6715108697085,\""north\"":39.05733298029151,\""south\"":39.05463501970851,\""west\"":-95.6742088302915}}""}"
135607,23-133,Shamrock North Tower,"9345 Metcalf Ave, Overland Park, KS 66212, USA","{""location"":{""lat"":38.9599359,""lng"":-94.66699129999999},""viewport"":{""east"":-94.66590496970849,""north"":38.9612841302915,""south"":38.9585861697085,""west"":-94.6686029302915}}","{""Street1"":""9345 Metcalf Ave"",""Street2"":null,""City"":""Overland Park"",""State"":""KS"",""Zip"":""66212"",""Country"":""USA"",""GooglePlaceID"":""Ei45MzQ1IE1ldGNhbGYgQXZlLCBPdmVybGFuZCBQYXJrLCBLUyA2NjIxMiwgVVNBIjESLwoUChIJZcSC5JTrwIcRlj5UVvn86HkQgUkqFAoSCQWWoneU68CHERQKVPrPXi_4"",""CityStateString"":""Overland Park, KS"",""Address_HTML"":""<span class=\""street-address\"">9345 Metcalf Ave</span>, <span class=\""locality\"">Overland Park</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66212</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""9345 Metcalf Ave, Overland Park, KS 66212, USA"",""Address_Vicinity"":""Overland Park"",""DistanceToHME"":""{\""DistanceMeters\"":110365,\""DistanceMiles\"":68.57780208035592,\""DistanceText\"":\""68.6 mi\"",\""DurationDays\"":0.14197916666666668,\""DurationMinutes\"":68.15,\""DurationSeconds\"":4089,\""DurationText\"":\""1 hour 8 mins\"",\""TransitDurationText\"":\""1 hour, 8 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.9599359,\""lng\"":-94.66699129999999},\""viewport\"":{\""east\"":-94.66590496970849,\""north\"":38.9612841302915,\""south\"":38.9585861697085,\""west\"":-94.6686029302915}}""}"
135624,23-134,KANSAS RIVER WWTP IMPROVEMENTS,"1400 E 8th St, Lawrence, KS 66044, USA","{""location"":{""lat"":38.9689552,""lng"":-95.22158789999999},""viewport"":{""east"":-95.22023891970848,""north"":38.9704010802915,""south"":38.9677031197085,""west"":-95.2229368802915}}","{""Street1"":""1400 E 8th St"",""Street2"":null,""City"":""Lawrence"",""State"":""KS"",""Zip"":""66044-2690"",""Country"":""USA"",""GooglePlaceID"":""ChIJXx78SvBlv4cRqBtmuZeTQPM"",""CityStateString"":""Lawrence, KS"",""Address_HTML"":""<span class=\""street-address\"">1400 E 8th St</span>, <span class=\""locality\"">Lawrence</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66044-2690</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""1400 E 8th St, Lawrence, KS 66044, USA"",""Address_Vicinity"":""Lawrence"",""DistanceToHME"":""{\""DistanceMeters\"":53885,\""DistanceMiles\"":33.48266991437484,\""DistanceText\"":\""33.5 mi\"",\""DurationDays\"":0.079375,\""DurationMinutes\"":38.1,\""DurationSeconds\"":2286,\""DurationText\"":\""38 mins\"",\""TransitDurationText\"":\""39 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.9689552,\""lng\"":-95.22158789999999},\""viewport\"":{\""east\"":-95.22023891970848,\""north\"":38.9704010802915,\""south\"":38.9677031197085,\""west\"":-95.2229368802915}}""}"
135626,23-135,HME ERECTION 23-134 KANSAS RIVER WWTP IMPROVEMENTS,"1400 E 8th St, Lawrence, KS 66044, USA","{""location"":{""lat"":38.9689552,""lng"":-95.22158789999999},""viewport"":{""east"":-95.22023891970848,""north"":38.9704010802915,""south"":38.9677031197085,""west"":-95.2229368802915}}","{""Street1"":""1400 E 8th St"",""Street2"":null,""City"":""Lawrence"",""State"":""KS"",""Zip"":""66044-2690"",""Country"":""USA"",""GooglePlaceID"":""ChIJXx78SvBlv4cRqBtmuZeTQPM"",""CityStateString"":""Lawrence, KS"",""Address_HTML"":""<span class=\""street-address\"">1400 E 8th St</span>, <span class=\""locality\"">Lawrence</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66044-2690</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""1400 E 8th St, Lawrence, KS 66044, USA"",""Address_Vicinity"":""Lawrence"",""DistanceToHME"":""{\""DistanceMeters\"":53885,\""DistanceMiles\"":33.48266991437484,\""DistanceText\"":\""33.5 mi\"",\""DurationDays\"":0.07986111111111112,\""DurationMinutes\"":38.333333333333336,\""DurationSeconds\"":2300,\""DurationText\"":\""38 mins\"",\""TransitDurationText\"":\""39 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.9689552,\""lng\"":-95.22158789999999},\""viewport\"":{\""east\"":-95.22023891970848,\""north\"":38.9704010802915,\""south\"":38.9677031197085,\""west\"":-95.2229368802915}}""}"
135643,23-136,Meta MOFE MCA1 0400-0117208,"Lawrence, KS, USA","{""location"":{""lat"":38.9716689,""lng"":-95.2352501},""viewport"":{""east"":-95.16655997255658,""north"":39.03360105293773,""south"":38.91337602821798,""west"":-95.33529388722131}}","{""Street1"":null,""Street2"":null,""City"":""Lawrence"",""State"":""KS"",""Zip"":null,""Country"":""USA"",""GooglePlaceID"":""ChIJg5hHzsdAv4cRLqt4BNUTFxU"",""CityStateString"":""Lawrence, KS"",""Address_HTML"":""<span class=\""locality\"">Lawrence</span>, <span class=\""region\"">KS</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Lawrence, KS, USA"",""Address_Vicinity"":""Lawrence"",""DistanceToHME"":""{\""DistanceMeters\"":52455,\""DistanceMiles\"":32.59410690096561,\""DistanceText\"":\""32.6 mi\"",\""DurationDays\"":0.07520833333333334,\""DurationMinutes\"":36.1,\""DurationSeconds\"":2166,\""DurationText\"":\""36 mins\"",\""TransitDurationText\"":\""39 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.9716689,\""lng\"":-95.2352501},\""viewport\"":{\""east\"":-95.16655997255658,\""north\"":39.03360105293773,\""south\"":38.91337602821798,\""west\"":-95.33529388722131}}""}"
135658,23-137,HAYS HIGH SCHOOL,"2500 E 13th St, Hays, KS 67601, USA","{""location"":{""lat"":38.8709941,""lng"":-99.2921255},""viewport"":{""east"":-99.2907765197085,""north"":38.87234308029149,""south"":38.86964511970849,""west"":-99.29347448029151}}","{""Street1"":""2500 E 13th St"",""Street2"":null,""City"":""Hays"",""State"":""KS"",""Zip"":""67601"",""Country"":""USA"",""GooglePlaceID"":""EiMyNTAwIEUgMTN0aCBTdCwgSGF5cywgS1MgNjc2MDEsIFVTQSIxEi8KFAoSCc3r0qNZeaGHEfDv50UeTJSBEMQTKhQKEgnD9PECXHmhhxEFkPnSBp6V9w"",""CityStateString"":""Hays, KS"",""Address_HTML"":""<span class=\""street-address\"">2500 E 13th St</span>, <span class=\""locality\"">Hays</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">67601</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""2500 E 13th St, Hays, KS 67601, USA"",""Address_Vicinity"":""Hays"",""DistanceToHME"":""{\""DistanceMeters\"":324146,\""DistanceMiles\"":201.41548709408826,\""DistanceText\"":\""201 mi\"",\""DurationDays\"":0.3568055555555556,\""DurationMinutes\"":171.26666666666668,\""DurationSeconds\"":10276,\""DurationText\"":\""2 hours 51 mins\"",\""TransitDurationText\"":\""2 hours, 53 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.8709941,\""lng\"":-99.2921255},\""viewport\"":{\""east\"":-99.2907765197085,\""north\"":38.87234308029149,\""south\"":38.86964511970849,\""west\"":-99.29347448029151}}""}"
135659,23-138,HME ERECTION 23-137 HAYS HIGH SCHOOL,"2500 E 13th St, Hays, KS 67601, USA","{""location"":{""lat"":38.8709941,""lng"":-99.2921255},""viewport"":{""east"":-99.2907765197085,""north"":38.87234308029149,""south"":38.86964511970849,""west"":-99.29347448029151}}","{""Street1"":""2500 E 13th St"",""Street2"":null,""City"":""Hays"",""State"":""KS"",""Zip"":""67601"",""Country"":""USA"",""GooglePlaceID"":""EiMyNTAwIEUgMTN0aCBTdCwgSGF5cywgS1MgNjc2MDEsIFVTQSIxEi8KFAoSCc3r0qNZeaGHEfDv50UeTJSBEMQTKhQKEgnD9PECXHmhhxEFkPnSBp6V9w"",""CityStateString"":""Hays, KS"",""Address_HTML"":""<span class=\""street-address\"">2500 E 13th St</span>, <span class=\""locality\"">Hays</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">67601</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""2500 E 13th St, Hays, KS 67601, USA"",""Address_Vicinity"":""Hays"",""DistanceToHME"":""{\""DistanceMeters\"":324146,\""DistanceMiles\"":201.41548709408826,\""DistanceText\"":\""201 mi\"",\""DurationDays\"":0.3568055555555556,\""DurationMinutes\"":171.26666666666668,\""DurationSeconds\"":10276,\""DurationText\"":\""2 hours 51 mins\"",\""TransitDurationText\"":\""2 hours, 53 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.8709941,\""lng\"":-99.2921255},\""viewport\"":{\""east\"":-99.2907765197085,\""north\"":38.87234308029149,\""south\"":38.86964511970849,\""west\"":-99.29347448029151}}""}"
135681,23-141,KU Chalmers Hall Metal Shop Renovation,"1467 Jayhawk Blvd, Lawrence, KS 66045, USA","{""location"":{""lat"":38.9579558,""lng"":-95.2507475},""viewport"":{""east"":-95.24917016970849,""north"":38.9597460302915,""south"":38.9570480697085,""west"":-95.25186813029151}}","{""Street1"":""1467 Jayhawk Blvd"",""Street2"":null,""City"":""Lawrence"",""State"":""KS"",""Zip"":""66045"",""Country"":""USA"",""GooglePlaceID"":""ChIJ07N1LzRvv4cRDdrx7TkKy3Y"",""CityStateString"":""Lawrence, KS"",""Address_HTML"":""<span class=\""street-address\"">1467 Jayhawk Blvd</span>, <span class=\""locality\"">Lawrence</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66045</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""1467 Jayhawk Blvd, Lawrence, KS 66045, USA"",""Address_Vicinity"":""Lawrence"",""DistanceToHME"":""{\""DistanceMeters\"":51865,\""DistanceMiles\"":32.22749698634223,\""DistanceText\"":\""32.2 mi\"",\""DurationDays\"":0.0778125,\""DurationMinutes\"":37.35,\""DurationSeconds\"":2241,\""DurationText\"":\""37 mins\"",\""TransitDurationText\"":\""39 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.9579558,\""lng\"":-95.2507475},\""viewport\"":{\""east\"":-95.24917016970849,\""north\"":38.9597460302915,\""south\"":38.9570480697085,\""west\"":-95.25186813029151}}""}"
135688,23-142,TSCPL Loading Dock & Approach Renovation,"1515 SW 10th St, Topeka, KS 66604, USA","{""location"":{""lat"":39.0512656,""lng"":-95.6962171},""viewport"":{""east"":-95.6948681197085,""north"":39.0526145802915,""south"":39.0499166197085,""west"":-95.69756608029151}}","{""Street1"":""1515 SW 10th St"",""Street2"":null,""City"":""Topeka"",""State"":""KS"",""Zip"":""66604-1304"",""Country"":""USA"",""GooglePlaceID"":""EiYxNTE1IFNXIDEwdGggU3QsIFRvcGVrYSwgS1MgNjY2MDQsIFVTQSIxEi8KFAoSCWdP2ST6Ar-HEUu0aSWeM-3bEOsLKhQKEgllLRMRAf2-hxGkp3ap8gO6OQ"",""CityStateString"":""Topeka, KS"",""Address_HTML"":""<span class=\""street-address\"">1515 SW 10th St</span>, <span class=\""locality\"">Topeka</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66604-1304</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""1515 SW 10th St, Topeka, KS 66604, USA"",""Address_Vicinity"":""Topeka"",""DistanceToHME"":""{\""DistanceMeters\"":9550,\""DistanceMiles\"":5.934109635005655,\""DistanceText\"":\""5.9 mi\"",\""DurationDays\"":0.0278125,\""DurationMinutes\"":13.35,\""DurationSeconds\"":801,\""DurationText\"":\""13 mins\"",\""TransitDurationText\"":\""15 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.0512656,\""lng\"":-95.6962171},\""viewport\"":{\""east\"":-95.6948681197085,\""north\"":39.0526145802915,\""south\"":39.0499166197085,\""west\"":-95.69756608029151}}""}"
135746,23-143,Sioux City WWTP - UV Disinfection,"3170 S Lewis Blvd, Sioux City, IA 51106, USA","{""location"":{""lat"":42.4537024,""lng"":-96.37551669999999},""viewport"":{""east"":-96.37416771970848,""north"":42.45505138029149,""south"":42.4523534197085,""west"":-96.37686568029149}}","{""Street1"":""3170 S Lewis Blvd"",""Street2"":null,""City"":""Sioux City"",""State"":""IA"",""Zip"":""51106"",""Country"":""USA"",""GooglePlaceID"":""EiwzMTcwIFMgTGV3aXMgQmx2ZCwgU2lvdXggQ2l0eSwgSUEgNTExMDYsIFVTQSIxEi8KFAoSCT-6e3J4_o2HEd9AGMGF-s50EOIYKhQKEgmDCsj8z_2NhxF4lhzY7IZ6WA"",""CityStateString"":""Sioux City, IA"",""Address_HTML"":""<span class=\""street-address\"">3170 S Lewis Blvd</span>, <span class=\""locality\"">Sioux City</span>, <span class=\""region\"">IA</span> <span class=\""postal-code\"">51106</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""3170 S Lewis Blvd, Sioux City, IA 51106, USA"",""Address_Vicinity"":""Sioux City"",""DistanceToHME"":""{\""DistanceMeters\"":401989,\""DistanceMiles\"":249.78500503311918,\""DistanceText\"":\""250 mi\"",\""DurationDays\"":0.47760416666666666,\""DurationMinutes\"":229.25,\""DurationSeconds\"":13755,\""DurationText\"":\""3 hours 49 mins\"",\""TransitDurationText\"":\""3 hours, 51 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":42.4537024,\""lng\"":-96.37551669999999},\""viewport\"":{\""east\"":-96.37416771970848,\""north\"":42.45505138029149,\""south\"":42.4523534197085,\""west\"":-96.37686568029149}}""}"
135750,23-144,2396 PCWRA STAIRS LANDINGS & HANDRAILS,"Castle Rock, CO, USA","{""location"":{""lat"":39.3722121,""lng"":-104.8560902},""viewport"":{""east"":-104.7617269241947,""north"":39.43540607115496,""south"":39.31166595717781,""west"":-104.9201900436529}}","{""Street1"":null,""Street2"":null,""City"":""Castle Rock"",""State"":""CO"",""Zip"":null,""Country"":""USA"",""GooglePlaceID"":""ChIJR7Q6zwWXbIcRmjlcGxR63GE"",""CityStateString"":""Castle Rock, CO"",""Address_HTML"":""<span class=\""locality\"">Castle Rock</span>, <span class=\""region\"">CO</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Castle Rock, CO, USA"",""Address_Vicinity"":""Castle Rock"",""DistanceToHME"":""{\""DistanceMeters\"":832725,\""DistanceMiles\"":517.4326121267104,\""DistanceText\"":\""517 mi\"",\""DurationDays\"":0.9374652777777778,\""DurationMinutes\"":449.98333333333335,\""DurationSeconds\"":26999,\""DurationText\"":\""7 hours 30 mins\"",\""TransitDurationText\"":\""7 hours, 32 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.3722121,\""lng\"":-104.8560902},\""viewport\"":{\""east\"":-104.7617269241947,\""north\"":39.43540607115496,\""south\"":39.31166595717781,\""west\"":-104.9201900436529}}""}"
135852,23-146,RWD #4 Pipe Support,"5439 NW 33rd St, Topeka, KS 66618, USA","{""location"":{""lat"":39.1048548,""lng"":-95.75030679999999},""viewport"":{""east"":-95.74897181970849,""north"":39.1064853302915,""south"":39.1037873697085,""west"":-95.7516697802915}}","{""Street1"":""5439 NW 33rd St"",""Street2"":null,""City"":""Topeka"",""State"":""KS"",""Zip"":""66618"",""Country"":""USA"",""GooglePlaceID"":""ChIJV-3QOQ3-vocRNS9FiFYdMu4"",""CityStateString"":""Topeka, KS"",""Address_HTML"":""<span class=\""street-address\"">5439 NW 33rd St</span>, <span class=\""locality\"">Topeka</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66618</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""5439 NW 33rd St, Topeka, KS 66618, USA"",""Address_Vicinity"":""Topeka"",""DistanceToHME"":""{\""DistanceMeters\"":5567,\""DistanceMiles\"":3.4591820249294742,\""DistanceText\"":\""3.5 mi\"",\""DurationDays\"":0.01357638888888889,\""DurationMinutes\"":6.516666666666667,\""DurationSeconds\"":391,\""DurationText\"":\""7 mins\"",\""TransitDurationText\"":\""5 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.1048548,\""lng\"":-95.75030679999999},\""viewport\"":{\""east\"":-95.74897181970849,\""north\"":39.1064853302915,\""south\"":39.1037873697085,\""west\"":-95.7516697802915}}""}"
135891,23-147,KSU Waters Hall 1st Floor South Wing Renovation,"Manhattan, KS, USA","{""location"":{""lat"":39.18360819999999,""lng"":-96.57166939999999},""viewport"":{""east"":-96.53919591820701,""north"":39.22753603337298,""south"":39.10891592117778,""west"":-96.70061294716973}}","{""Street1"":null,""Street2"":null,""City"":""Manhattan"",""State"":""KS"",""Zip"":null,""Country"":""USA"",""GooglePlaceID"":""ChIJLWPDRO-3vYcR78cSc0hdGKk"",""CityStateString"":""Manhattan, KS"",""Address_HTML"":""<span class=\""locality\"">Manhattan</span>, <span class=\""region\"">KS</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Manhattan, KS, USA"",""Address_Vicinity"":""Manhattan"",""DistanceToHME"":""{\""DistanceMeters\"":92604,\""DistanceMiles\"":57.541600904718706,\""DistanceText\"":\""57.5 mi\"",\""DurationDays\"":0.115625,\""DurationMinutes\"":55.5,\""DurationSeconds\"":3330,\""DurationText\"":\""56 mins\"",\""TransitDurationText\"":\""58 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.18360819999999,\""lng\"":-96.57166939999999},\""viewport\"":{\""east\"":-96.53919591820701,\""north\"":39.22753603337298,\""south\"":39.10891592117778,\""west\"":-96.70061294716973}}""}"
